road_id,road_name,road_type,proposed_trees,species_english,species_arabic,selection_reason,estimated_cost_egp,total_length_m,eligible_length_m,excluded_length_m
KED-ROAD-00541,شارع الجنة,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,42.78,30.79,11.99
KED-ROAD-05102,الطريق الدولي,tertiary,4,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,2000.0,51.89,39.89,12.0
KED-ROAD-05057,شارع كشك,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,44.23,32.25,11.99
KED-ROAD-03313,شارع عزيز المصري,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.49,29.5,11.99
KED-ROAD-00685,شارع السد العالى,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.98,29.98,11.99
KED-ROAD-00686,شارع السد العالى,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.98,29.98,11.99
KED-ROAD-04965,حارة رفاعه الطهطاوى,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,44.36,32.37,11.99
KED-ROAD-04966,حارة رفاعه الطهطاوى,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,44.36,32.37,11.99
KED-ROAD-01882,شارع محمود الجندى,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.01,29.03,11.99
KED-ROAD-04159,شارع عراقى,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,42.42,30.42,12.0
KED-ROAD-04160,شارع عراقى,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,42.42,30.42,12.0
KED-ROAD-04163,شارع السيد البحيري,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,43.78,31.78,12.0
KED-ROAD-04164,شارع السيد البحيري,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,43.78,31.78,12.0
KED-ROAD-04983,شارع مسجد التوحيد,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.8,29.8,12.0
KED-ROAD-04984,شارع مسجد التوحيد,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.8,29.8,12.0
KED-ROAD-04991,شارع على بركه,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.85,29.85,12.0
KED-ROAD-05002,شارع على بركه,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.85,29.85,12.0
KED-ROAD-03314,شارع عزيز المصري,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.49,29.5,11.99
KED-ROAD-03277,شارع 26 يوليو,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,44.13,32.14,11.99
KED-ROAD-03278,شارع 26 يوليو,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,44.13,32.14,11.99
KED-ROAD-04924,شارع مبره محمد على,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,44.39,32.41,11.99
KED-ROAD-04925,شارع مبره محمد على,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,44.39,32.41,11.99
KED-ROAD-01977,شارع الحناوي,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.06,29.08,11.99
KED-ROAD-01978,شارع الحناوي,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.06,29.08,11.99
KED-ROAD-01981,شارع فوزي شعيب,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.16,29.17,11.99
KED-ROAD-01982,شارع فوزي شعيب,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.16,29.17,11.99
KED-ROAD-01987,شارع فوزي شعيب,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.57,29.57,12.0
KED-ROAD-01988,شارع فوزي شعيب,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.57,29.57,12.0
KED-ROAD-03447,شارع ابو الدرداء,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.17,29.18,11.99
KED-ROAD-03448,شارع ابو الدرداء,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.17,29.18,11.99
KED-ROAD-00826,شارع الجمهوريه,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,46.81,34.82,11.99
KED-ROAD-00827,شارع الجمهوريه,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,46.81,34.82,11.99
KED-ROAD-04910,شارع مبره محمد على,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.88,29.88,12.0
KED-ROAD-04911,شارع مبره محمد على,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,41.88,29.88,12.0
KED-ROAD-05112,الطريق الدولي,tertiary,4,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,2000.0,50.28,38.26,12.01
KED-ROAD-05113,الطريق الدولي,tertiary,4,Neem,نيم,نوع طريق رئيسي/متوسط (tertiary) — تم اختيار نيم (Neem) لأعلى توافق موثّق (تحمل حراري مرتفع، احتياج مائي منخفض، ملاءمة عالية للطرق).,2000.0,50.61,38.62,11.99
KED-ROAD-00510,شارع 40,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,40.51,28.51,12.0
KED-ROAD-00512,شارع 70,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,42.5,30.5,12.0
KED-ROAD-00513,شارع 70,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,42.5,30.5,12.0
KED-ROAD-04062,شارع الاحمر,residential,4,Casuarina,كازوارينا,نوع طريق ضيق/سكني (residential) — تم اختيار كازوارينا (Casuarina) لانخفاض مخاطر الجذور وصغر حجم المظلة المناسب لعرض الطريق.,2000.0,40.89,28.89,12.0
